,0
178,1.697
179,2.213
180,1.426
181,0.633
182,3.024
183,1.757
184,2.815
185,1.693
186,4.956
187,1.036
188,3.521
189,0.795
190,3.582
191,0.875
192,1.375
193,1.222
194,1.459
195,2.298
196,1.526
197,2.25
198,0.973
199,3.825
200,0.865
201,2.119
202,1.095
203,2.352
204,1.373
205,1.557
206,4.444
207,1.083
208,2.477
209,0.521
210,1.896
211,0.681
212,2.455
213,1.127
214,0.949
215,1.856
216,1.453
217,2.929
218,1.464
219,2.241
220,1.721
221,1.411
222,3.609
223,1.74
224,3.311
225,2.422
226,4.222
227,0.918
228,1.313
229,3.979
230,1.839
231,3.053
232,4.433
233,0.533
234,2.01
235,2.252
236,1.291
237,1.557
238,0.59
239,4.572
240,2.092
241,3.768
242,1.909
243,1.298
244,0.73
245,2.558
246,0.697
247,0.908
248,1.0
249,3.266
250,1.694
251,1.14
252,1.243
253,1.375
254,2.345
255,4.401
256,2.284
257,2.361
258,2.848
259,2.028
260,5.00001
261,2.383
262,5.00001
263,1.0
264,1.19
265,3.578
266,3.5
267,0.902
268,2.62
269,0.903
270,1.84
271,0.675
272,5.00001
273,5.00001
274,2.258
275,1.448
276,1.644
277,0.907
278,0.74
279,2.273
280,1.139
281,2.181
282,2.264
283,1.167
284,1.463
285,2.17
286,2.239
287,1.2
288,0.976
289,2.25
290,1.125
291,1.964
292,0.615
293,0.534
294,2.138
295,0.996
296,1.714
297,1.923
298,1.121
299,2.242
300,0.95
301,1.693
302,1.625
303,2.832
304,5.00001
305,1.633
306,5.00001
307,1.875
308,3.646
309,2.167
310,0.823
311,1.26
312,5.00001
313,1.781
314,0.683
315,1.639
316,1.213
317,4.222
318,2.401
319,1.529
320,2.677
321,0.71
322,2.592
323,1.364
324,1.201
325,3.3
326,3.246
327,1.388
328,3.471
329,3.553
330,1.349
331,2.542
332,0.731
333,1.955
334,1.828
335,1.375
336,0.868
337,3.324
338,1.903
339,3.364
340,1.875
341,1.585
342,3.734
343,5.00001
344,0.952
345,0.66
346,0.901
347,1.973
348,1.739
349,1.724
350,1.563
351,2.596
352,3.392
353,1.524
354,0.914
355,3.038
356,2.613
357,1.428
358,5.00001
359,1.661
360,1.441
361,1.846
362,2.664
363,1.439
364,2.135
365,1.285
366,2.25
367,1.553
368,2.951
369,1.304
370,1.158
371,2.763
372,2.521
373,3.571
374,0.833
375,0.821
376,0.665
377,0.632
378,0.981
379,5.00001
380,1.133
381,1.74
382,4.269
383,5.00001
384,2.258
385,3.34
386,5.00001
387,0.584
388,2.705
389,1.625
390,2.417
391,1.432
392,3.425
393,1.256
394,1.625
395,2.147
396,1.401
397,0.866
398,2.046
399,1.646
400,1.528
401,1.361
402,3.461
403,1.4
404,4.39
405,3.168
406,1.466
407,4.171
408,2.674
409,1.625
410,2.921
411,3.281
412,3.31
413,2.382
414,0.982
415,0.643
416,2.099
417,1.031
418,2.375
419,1.803
420,0.725
421,2.403
422,3.685
423,2.405
424,2.094
425,1.684
426,0.807
427,2.893
428,0.965
429,4.566
430,5.00001
431,1.138
432,0.718
433,0.65
434,0.778
435,1.278
436,0.627
437,3.518
438,0.997
439,2.61
440,1.786
441,1.125
442,0.598
443,2.822
444,0.802
445,1.497
446,2.688
447,1.151
448,3.231
449,4.959
450,0.578
451,2.103
452,2.25
453,2.082
454,1.439
455,1.41
456,1.689
457,1.529
458,5.00001
459,0.746
460,4.596
461,0.683
462,1.587
463,0.811
464,0.903
465,1.265
466,3.818
467,0.818
468,2.538
469,1.706
470,2.222
471,1.113
472,2.955
473,2.375
474,0.972
475,2.245
476,2.763
477,5.00001
478,1.255
479,4.457
480,1.407
481,2.298
482,3.653
483,1.537
484,2.304
485,1.842
486,1.417
487,1.276
488,0.649
489,1.835
490,1.663
491,1.543
492,0.875
493,0.71
494,1.048
495,1.347
496,5.00001
497,2.811
498,2.376
499,2.38
500,1.55
501,1.39
502,0.846
503,0.875
504,4.797
505,1.063
506,0.769
507,0.561
508,5.00001
509,2.431
510,1.472
511,3.2
512,2.536
513,4.176
514,0.983
515,0.529
516,3.333
517,4.0
518,2.409
519,1.958
520,1.151
521,2.188
522,1.96
523,1.904
524,1.703
525,1.387
526,3.691
527,1.385
528,2.5
529,2.101
530,1.381
531,1.286
532,0.782
533,1.505
534,3.873
535,1.431
536,2.93
537,3.19
538,1.917
539,5.00001
540,1.39
541,1.813
542,0.681
543,3.627
544,0.478
545,2.063
546,1.848
547,5.00001
548,0.344
549,2.219
550,1.33
551,1.621
552,1.118
553,2.537
554,3.531
555,2.667
556,2.976
557,1.031
558,2.318
559,1.203
560,2.875
561,0.655
562,5.00001
563,2.407
564,2.905
565,2.962
566,1.159
567,1.0
568,1.446
569,1.569
570,1.029
571,0.649
572,1.388
573,1.395
574,1.2
575,0.588
576,4.201
577,1.102
578,0.877
579,2.762
580,3.084
581,2.17
582,3.85
583,2.0
584,1.264
585,1.65
586,1.648
587,1.5
588,2.071
589,2.769
590,0.896
591,1.517
592,2.55
593,0.743
594,3.908
595,1.036
596,1.967
597,1.431
598,2.704
599,1.795
600,3.537
601,1.05
602,1.533
603,5.00001
604,1.586
605,2.093
606,2.171
607,0.792
608,1.475
609,2.25
610,0.684
611,1.569
612,1.072
613,2.625
614,1.74
615,3.213
616,1.872
617,3.19
618,0.592
619,0.992
620,1.65
621,1.653
622,3.847
623,1.161
624,1.613
625,1.588
626,1.73
627,3.33
628,3.5
629,2.258
630,1.051
631,1.059
632,1.77
633,0.886
634,3.674
635,1.421
636,1.791
637,1.75
638,2.653
639,3.086
640,3.222
641,4.313
642,1.844
643,2.981
644,2.346
645,2.045
646,1.782
647,2.46
648,2.849
649,3.659
650,1.762
651,1.021
652,1.125
653,1.217
654,1.466
655,2.458
656,3.447
657,4.111
658,3.0
659,0.698
660,1.008
661,1.917
662,0.811
663,0.648
664,1.582
665,4.676
666,1.505
667,2.313
668,2.944
669,1.77
670,0.654
671,1.38
672,1.551
673,1.963
674,1.441
675,2.624
676,2.699
677,1.803
678,1.938
679,3.366
680,2.167
681,0.475
682,5.00001
683,1.386
684,0.747
685,5.00001
686,1.988
687,0.792
688,1.627
689,2.607
690,0.958
691,2.787
692,1.423
693,1.192
694,1.708
695,3.362
696,1.418
697,1.0
698,0.551
699,2.39
700,1.46
701,1.784
702,2.225
703,2.221
704,1.411
705,2.373
706,2.161
707,1.561
708,1.284
709,0.69
710,5.00001
711,5.00001
712,1.703
713,1.99
714,3.31
715,1.75
716,1.116
717,2.324
718,0.774
719,0.925
720,0.953
721,1.382
722,1.501
723,3.19
724,2.664
725,5.00001
726,1.255
727,3.247
728,0.793
729,4.075
730,4.118
731,2.521
732,1.704
733,1.716
734,1.569
735,1.662
736,2.715
737,2.947
738,5.00001
739,5.00001
740,5.00001
741,2.519
742,2.042
743,2.217
744,3.72
745,1.246
746,3.05
747,0.982
748,1.21
749,5.00001
750,2.081
751,1.37
752,0.72
753,2.083
754,2.826
755,1.022
756,1.818
757,0.866
758,1.614
759,0.466
760,1.341
761,0.517
762,1.001
763,1.042
764,0.99
765,0.534
766,1.84
767,1.78
768,2.293
769,0.685
770,1.647
771,0.718
772,1.8
773,0.735
774,2.954
775,2.714
776,3.932
777,3.07
778,0.675
779,2.25
780,1.852
781,3.49
782,1.608
783,2.821
784,1.021
785,2.345
786,2.775
787,1.875
788,3.621
789,1.432
790,1.989
791,2.152
792,1.406
793,4.831
794,0.762
795,0.967
796,1.044
797,1.462
798,0.96
799,5.00001
800,1.212
801,1.235
802,1.188
803,5.00001
804,2.247
805,2.266
806,3.359
807,1.35
808,1.612
809,0.858
810,1.222
811,1.313
812,2.067
813,1.428
814,2.922
815,2.514
816,0.514
817,1.632
818,0.544
819,3.68
820,2.164
821,1.516
822,1.813
823,2.438
824,1.456
825,3.671
826,2.688
827,3.45
828,3.687
829,1.667
830,2.583
831,2.343
832,1.875
833,2.665
834,5.00001
835,1.557
836,4.328
837,1.19
838,2.388
839,3.644
840,0.953
841,0.761
842,2.028
843,1.125
844,1.216
845,2.125
846,2.952
847,4.741
848,1.392
849,1.125
850,5.00001
851,1.603
852,1.573
853,1.524
854,1.15
855,1.25
856,1.028
857,0.705
858,2.333
859,1.083
860,3.61
861,2.146
862,1.523
863,1.593
864,0.938
865,1.727
866,0.63
867,1.821
868,2.373
869,1.434
870,0.918
871,3.796
872,1.951
873,0.559
874,1.95
875,3.092
876,0.759
877,1.578
878,1.993
879,2.139
880,3.556
881,1.069
882,1.896
883,1.883
884,2.894
885,1.003
886,0.882
887,2.377
888,0.507
889,4.614
890,0.675
891,1.667
892,1.375
893,3.482
894,0.58
895,5.00001
896,1.516
897,3.561
898,2.063
899,2.231
900,4.417
901,0.55
902,3.519
903,5.00001
904,1.38
905,0.792
906,1.635
907,1.54
908,1.335
909,0.979
910,1.397
911,2.25
912,2.621
913,1.608
914,0.776
915,1.225
916,0.764
917,0.986
918,1.563
919,3.464
920,0.661
921,0.483
922,5.00001
923,1.58
924,0.923
925,5.00001
926,2.433
927,5.00001
928,2.667
929,1.273
930,1.705
931,2.695
932,2.021
933,1.734
934,2.714
935,1.75
936,0.645
937,0.699
938,1.965
939,2.652
940,2.719
941,1.102
942,0.594
943,1.992
944,0.958
945,1.188
946,1.381
947,1.027
948,4.125
949,2.028
950,1.367
951,1.683
952,0.95
953,1.774
954,2.263
955,2.714
956,2.078
957,3.571
958,1.411
959,1.334
960,1.781
961,2.75
962,2.601
963,2.643
964,2.514
965,2.961
966,1.83
967,0.652
968,3.717
969,1.75
970,1.838
971,2.991
972,2.939
973,1.867
974,1.462
975,0.955
976,1.429
977,1.771
978,1.861
979,1.375
980,2.917
981,5.00001
982,0.766
983,3.918
984,2.823
985,0.927
986,2.685
987,2.11
988,1.162
989,1.297
990,0.721
991,1.75
992,2.566
993,2.032
994,1.148
995,1.535
996,3.179
997,0.886
998,3.089
999,3.941
1000,1.708
1001,2.0
1002,1.688
1003,0.888
1004,1.932
1005,5.00001
1006,1.413
1007,1.597
1008,1.851
1009,1.369
1010,1.381
1011,2.183
1012,2.445
1013,1.258
1014,1.081
1015,0.737
1016,5.00001
1017,5.00001
1018,0.734
1019,4.0
1020,2.446
1021,1.674
1022,1.097
1023,1.22
1024,0.705
1025,3.988
1026,0.575
1027,1.646
1028,2.051
1029,1.546
1030,0.935
1031,0.6
1032,1.644
1033,2.077
1034,2.542
1035,3.286
1036,1.695
1037,2.593
1038,5.00001
1039,3.5
1040,0.673
1041,1.036
1042,1.746
1043,4.05
1044,1.941
1045,3.186
1046,3.899
1047,4.072
1048,1.402
1049,3.415
1050,3.563
1051,1.385
1052,1.832
1053,2.641
1054,4.853
1055,1.264
1056,3.106
1057,1.513
1058,1.225
1059,1.581
1060,1.438
1061,1.379
1062,1.486
1063,4.01
1064,1.375
1065,1.853
1066,0.375
1067,3.346
1068,0.677
1069,1.676
1070,5.00001
1071,0.735
1072,2.68
1073,2.964
1074,2.5
1075,3.016
1076,0.508
1077,2.019
1078,0.8
1079,0.533
1080,1.528
1081,5.00001
1082,3.313
1083,2.317
1084,3.277
1085,2.033
1086,0.785
1087,1.382
1088,1.339
1089,2.804
1090,1.999
1091,1.514
1092,2.271
1093,1.921
1094,1.958
1095,2.72
1096,0.992
1097,5.00001
1098,0.905
1099,1.487
1100,2.867
1101,1.018
1102,2.399
1103,1.405
1104,4.513
1105,1.413
1106,3.599
1107,1.769
1108,2.597
1109,1.375
1110,0.953
1111,0.87
1112,0.675
1113,1.197
1114,2.611
1115,1.539
1116,5.00001
1117,2.955
1118,4.721
1119,4.2
1120,4.628
1121,1.036
1122,2.788
1123,1.633
1124,1.352
1125,4.148
1126,2.294
1127,3.43
1128,2.611
1129,3.123
1130,0.964
1131,1.781
1132,1.735
1133,1.546
1134,1.769
1135,1.254
1136,2.024
1137,1.129
1138,3.625
1139,1.713
1140,2.442
1141,0.913
1142,0.931
1143,2.309
1144,0.905
1145,1.89
1146,2.542
1147,1.183
1148,1.345
1149,4.462
1150,1.578
1151,2.262
1152,1.875
1153,1.548
1154,0.731
1155,2.365
1156,0.691
1157,1.113
1158,1.458
1159,1.5
1160,4.018
1161,0.958
1162,1.76
1163,1.266
1164,3.011
1165,1.58
1166,1.09
1167,2.85
1168,5.00001
1169,3.047
1170,2.75
1171,1.432
1172,1.515
1173,1.709
1174,0.929
1175,3.337
1176,1.115
1177,1.875
1178,3.224
1179,2.742
1180,1.136
1181,5.00001
1182,3.75
1183,3.417
1184,1.923
1185,2.196
1186,0.755
1187,2.409
1188,3.1
1189,0.515
1190,2.623
1191,5.00001
1192,0.974
1193,1.588
1194,0.987
1195,2.097
1196,1.481
1197,2.921
1198,2.559
1199,1.438
1200,2.148
1201,3.019
1202,0.893
1203,2.041
1204,1.683
1205,0.895
1206,2.688
1207,1.484
1208,2.583
1209,1.689
1210,1.019
1211,2.209
1212,5.00001
1213,2.5
1214,2.254
1215,1.313
1216,1.247
1217,1.639
1218,0.555
1219,1.698
1220,2.292
1221,1.938
1222,3.07
1223,1.5
1224,1.75
1225,1.903
1226,2.75
1227,2.906
1228,2.907
1229,1.188
1230,1.761
1231,3.027
1232,2.647
1233,2.408
1234,0.857
1235,0.976
1236,3.1
1237,0.798
1238,1.632
1239,3.333
1240,1.058
1241,2.551
1242,2.152
1243,2.464
1244,0.669
1245,1.296
1246,1.351
1247,1.573
1248,1.486
1249,2.262
1250,2.667
1251,1.211
1252,1.259
1253,3.35
1254,1.948
1255,0.985
1256,1.375
1257,1.051
1258,1.58
1259,1.188
1260,2.858
1261,1.585
1262,0.924
1263,1.254
1264,2.735
1265,0.425
1266,1.125
1267,1.719
1268,1.905
1269,0.325
1270,1.072
1271,0.973
1272,5.0
1273,2.515
1274,0.897
1275,1.058
1276,1.246
1277,5.00001
1278,0.932
1279,0.521
1280,1.375
1281,1.711
1282,1.338
1283,1.636
1284,2.333
1285,4.083
1286,1.049
1287,2.102
1288,5.00001
1289,1.215
1290,3.754
1291,1.744
1292,1.414
1293,1.5
1294,0.82
1295,2.245
1296,2.833
1297,2.182
1298,4.46
1299,0.992
1300,3.53
1301,2.061
1302,1.597
1303,0.949
1304,5.00001
1305,2.322
1306,2.798
1307,1.438
1308,1.274
1309,1.547
1310,3.261
1311,1.434
1312,1.708
1313,5.00001
1314,1.457
1315,2.917
1316,2.722
1317,2.806
1318,1.192
1319,0.875
1320,2.359
1321,2.865
1322,2.25
1323,2.171
1324,2.182
1325,0.816
1326,3.617
1327,1.725
1328,2.154
1329,0.591
1330,1.093
1331,2.808
1332,1.438
1333,1.616
1334,3.091
1335,1.538
1336,1.663
1337,3.461
1338,4.068
1339,2.932
1340,1.8
1341,5.00001
1342,0.817
1343,0.668
1344,4.841
1345,1.675
1346,0.675
1347,2.214
1348,5.00001
1349,2.195
1350,1.352
1351,1.214
1352,1.464
1353,2.613
1354,1.216
1355,3.167
1356,2.175
1357,0.979
1358,5.00001
1359,2.911
1360,1.031
1361,1.094
1362,2.621
1363,4.147
1364,5.00001
1365,1.987
1366,3.194
1367,2.662
1368,0.675
1369,2.103
1370,1.794
1371,1.985
1372,1.976
1373,2.822
1374,2.399
1375,0.57
1376,2.307
1377,1.598
1378,1.468
1379,3.5
1380,1.047
1381,2.27
1382,1.28
1383,2.47
1384,1.843
1385,0.467
1386,0.996
1387,3.076
1388,1.565
1389,1.801
1390,2.914
1391,0.669
1392,0.673
1393,1.289
1394,1.283
1395,2.002
1396,5.00001
1397,2.0
1398,5.00001
1399,0.841
1400,1.176
1401,1.96
1402,3.3
1403,2.225
1404,2.206
1405,2.952
1406,1.44
1407,1.919
1408,1.015
1409,3.271
1410,2.521
1411,1.804
1412,2.92
1413,1.678
1414,1.849
1415,0.588
1416,2.356
1417,2.66
1418,1.92
1419,4.5
1420,3.261
1421,2.314
1422,3.618
1423,1.161
1424,1.25
1425,0.995
1426,1.761
1427,2.168
1428,1.188
1429,1.678
1430,5.00001
1431,5.00001
1432,1.925
1433,3.026
1434,1.732
1435,5.00001
1436,0.594
1437,0.813
1438,0.679
1439,1.663
1440,3.817
1441,1.01
1442,0.748
1443,1.356
1444,2.291
1445,1.164
1446,1.277
1447,0.663
1448,1.886
1449,0.95
1450,3.346
1451,3.111
1452,2.114
1453,1.673
1454,1.006
1455,1.783
1456,1.823
1457,1.087
1458,3.009
1459,3.333
1460,3.067
1461,2.157
1462,5.00001
1463,1.868
1464,0.619
1465,1.606
1466,3.115
1467,2.165
1468,2.654
1469,0.801
1470,1.842
1471,1.215
1472,2.16
1473,1.175
1474,0.551
1475,2.528
1476,2.346
1477,0.713
1478,1.109
1479,0.917
1480,0.875
1481,1.179
1482,1.176
1483,1.979
1484,1.5
1485,0.58
1486,1.826
1487,1.648
1488,4.85
1489,1.575
1490,3.599
1491,3.391
1492,1.456
1493,0.498
1494,4.0
1495,3.459
1496,5.00001
1497,1.22
1498,2.773
1499,5.00001
1500,0.913
1501,1.848
1502,1.318
1503,5.00001
1504,4.184
1505,1.317
1506,0.602
1507,1.559
1508,3.539
1509,1.083
1510,1.474
1511,1.375
1512,1.25
1513,2.108
1514,0.807
1515,0.649
1516,2.797
1517,1.011
1518,1.83
1519,1.438
1520,2.588
1521,1.043
1522,2.741
1523,1.798
1524,0.655
1525,0.979
1526,2.799
1527,0.847
1528,0.627
1529,1.246
1530,1.792
1531,1.64
1532,1.433
1533,1.051
1534,1.516
1535,2.212
1536,0.813
1537,0.811
1538,2.278
1539,3.524
1540,1.244
1541,2.583
1542,2.111
1543,0.613
1544,3.355
1545,2.552
1546,5.00001
1547,0.517
1548,3.351
1549,0.742
1550,2.12
1551,2.271
1552,3.085
1553,1.496
1554,1.054
1555,1.016
1556,1.607
1557,1.465
1558,1.797
1559,1.661
1560,2.079
1561,0.985
1562,2.804
1563,2.655
1564,5.00001
1565,3.57
1566,1.788
1567,0.675
1568,1.75
1569,0.792
1570,0.857
1571,1.103
1572,1.375
1573,2.272
1574,1.091
1575,5.00001
1576,2.43
1577,2.685
1578,1.562
1579,1.357
1580,1.634
1581,2.022
1582,1.882
1583,2.304
1584,1.135
1585,2.496
1586,1.635
1587,2.56
1588,2.25
1589,1.617
1590,1.226
1591,0.813
1592,1.044
1593,0.769
1594,3.667
1595,1.9
1596,5.00001
1597,1.913
1598,2.734
1599,0.993
1600,1.214
1601,2.119
1602,1.08
1603,0.75
1604,1.914
1605,2.236
1606,1.311
1607,2.487
1608,1.458
1609,1.843
1610,3.428
1611,3.353
1612,1.63
1613,4.052
1614,1.121
1615,1.414
1616,2.302
1617,1.891
1618,2.021
1619,2.598
1620,1.368
1621,5.00001
1622,3.546
1623,3.417
1624,1.137
1625,1.241
1626,2.258
1627,1.955
1628,2.303
1629,1.213
1630,1.001
1631,1.617
1632,2.333
1633,2.436
1634,1.951
1635,2.996
1636,2.034
1637,3.263
1638,5.00001
1639,2.353
1640,2.318
1641,3.05
1642,1.279
1643,2.43
1644,1.063
1645,1.594
1646,0.675
1647,1.851
1648,1.956
1649,2.53
1650,2.369
1651,1.011
1652,0.777
1653,1.546
1654,1.385
1655,2.925
1656,1.731
1657,1.375
1658,0.565
1659,3.167
1660,3.108
1661,4.112
1662,1.602
1663,2.081
1664,0.898
1665,2.121
1666,1.913
1667,1.894
1668,1.163
1669,1.646
1670,0.73
1671,1.658
1672,5.00001
1673,0.988
1674,1.188
1675,2.599
1676,1.163
1677,3.439
1678,1.076
1679,4.314
1680,0.957
1681,1.73
1682,0.865
1683,2.285
1684,1.426
1685,2.192
1686,2.225
1687,0.577
1688,3.432
1689,1.304
1690,3.295
1691,2.866
1692,3.5
1693,0.83
1694,4.42
1695,0.816
1696,2.394
1697,1.728
1698,5.00001
1699,3.5
1700,2.25
1701,0.864
1702,1.811
1703,2.731
1704,2.905
1705,0.875
1706,3.335
1707,3.325
1708,2.202
1709,2.331
1710,1.875
1711,1.653
1712,0.926
1713,2.252
1714,2.321
1715,1.503
1716,0.71
1717,1.035
1718,2.356
1719,1.018
1720,0.62
1721,1.406
1722,0.66
1723,1.982
1724,3.123
1725,1.819
1726,2.563
1727,4.955
1728,0.62
1729,0.525
1730,1.81
1731,2.476
1732,3.96
1733,2.375
1734,2.876
1735,1.768
1736,1.679
1737,2.182
1738,1.448
1739,1.416
1740,0.827
1741,3.5
1742,2.058
1743,1.393
1744,2.088
1745,2.174
1746,0.827
1747,2.903
1748,5.00001
1749,0.722
1750,2.909
1751,1.178
1752,1.185
1753,2.214
1754,3.488
1755,2.467
1756,5.00001
1757,2.747
1758,4.102
1759,1.137
1760,2.533
1761,1.157
1762,2.423
1763,1.125
1764,2.698
1765,2.291
1766,5.00001
1767,0.975
1768,1.542
1769,1.339
1770,5.00001
1771,2.063
1772,3.505
1773,1.034
1774,1.34
1775,5.00001
1776,0.575
1777,2.935
1778,1.628
1779,1.625
1780,2.0
1781,2.209
1782,1.056
1783,2.145
1784,0.658
1785,0.646
1786,0.906
1787,1.864
1788,1.775
1789,0.564
1790,2.295
1791,1.188
1792,3.952
1793,1.325
1794,0.523
1795,1.625
1796,3.098
1797,4.393
1798,1.153
1799,2.298
1800,1.188
1801,1.459
1802,0.433
1803,1.563
1804,3.5
1805,2.307
1806,0.816
1807,3.5
1808,1.156
1809,1.36
1810,5.00001
1811,4.367
1812,0.701
1813,3.454
1814,1.279
1815,1.66
1816,2.821
1817,2.046
1818,1.932
1819,2.89
1820,1.834
1821,0.95
1822,3.877
1823,1.911
1824,1.729
1825,2.258
1826,0.961
1827,1.26
1828,0.675
1829,3.482
1830,0.905
1831,1.469
1832,0.785
1833,0.928
1834,5.00001
1835,1.58
1836,5.00001
1837,0.614
1838,2.689
1839,1.984
1840,2.11
1841,3.5
1842,1.329
1843,5.00001
1844,2.411
1845,2.417
1846,1.696
1847,1.139
1848,1.573
1849,2.414
1850,2.395
1851,2.019
1852,1.828
1853,1.897
1854,0.981
1855,5.00001
1856,1.875
1857,1.54
1858,2.355
1859,2.649
1860,2.125
1861,1.688
1862,1.85
1863,5.00001
1864,1.847
1865,1.913
1866,2.002
1867,5.00001
1868,3.155
1869,4.613
1870,4.0
1871,1.648
1872,0.492
1873,0.988
1874,5.00001
1875,3.356
1876,1.165
1877,2.711
1878,0.475
1879,4.153
1880,0.675
1881,2.339
1882,1.088
1883,0.938
1884,1.647
1885,1.656
1886,3.677
1887,3.306
1888,1.181
1889,1.625
1890,1.555
1891,0.487
1892,1.194
1893,0.861
1894,0.798
1895,3.615
1896,1.557
1897,1.042
1898,2.773
1899,2.232
1900,2.799
1901,1.063
1902,1.441
1903,1.875
1904,1.026
1905,1.976
1906,1.3
1907,1.805
1908,3.307
1909,2.167
1910,1.9
1911,1.14
1912,0.525
1913,1.517
1914,2.182
1915,3.8
1916,0.987
1917,1.577
1918,0.713
1919,2.833
1920,2.138
1921,1.862
1922,1.156
1923,1.294
1924,1.922
1925,1.457
1926,1.831
1927,5.00001
1928,3.0
1929,2.174
1930,3.361
1931,5.00001
1932,1.176
1933,3.02
1934,3.728
1935,1.69
1936,2.148
1937,1.556
1938,0.831
1939,0.988
1940,3.458
1941,5.00001
1942,0.923
1943,5.00001
1944,0.6
1945,1.486
1946,2.321
1947,1.837
1948,0.855
1949,2.094
1950,1.675
1951,0.4
1952,1.301
1953,1.265
1954,3.2
1955,2.314
1956,2.355
1957,0.753
1958,2.994
1959,0.938
1960,4.534
1961,5.00001
1962,1.44
1963,0.785
1964,2.335
1965,3.576
1966,2.938
1967,1.228
1968,3.0
1969,5.00001
1970,5.00001
1971,1.25
1972,1.349
1973,2.391
1974,5.00001
1975,1.194
1976,2.837
1977,1.667
1978,1.444
1979,5.00001
1980,1.938
1981,0.625
1982,0.875
1983,1.917
1984,2.736
1985,4.103
1986,3.5
1987,3.798
1988,2.646
1989,3.442
1990,0.707
1991,2.1
1992,1.509
1993,1.992
1994,2.893
1995,1.008
1996,2.811
1997,1.532
1998,5.00001
1999,2.167
2000,0.784
2001,0.803
2002,1.445
2003,3.5
2004,1.446
2005,0.722
2006,3.0
2007,2.882
2008,5.00001
2009,0.567
2010,1.377
2011,3.58
2012,2.0
2013,4.773
2014,0.704
2015,3.024
2016,0.64
2017,1.5
2018,3.463
2019,1.139
2020,1.829
2021,1.878
2022,3.57
2023,0.659
2024,1.429
2025,4.5
2026,1.565
2027,0.637
2028,1.458
2029,1.781
2030,1.019
2031,2.318
2032,2.937
2033,1.104
2034,3.833
2035,3.049
2036,0.725
2037,0.895
2038,1.833
2039,1.089
2040,5.00001
2041,4.657
2042,0.973
2043,2.64
2044,2.362
2045,0.675
2046,0.822
2047,2.813
2048,1.814
2049,1.082
2050,4.923
2051,1.975
2052,3.5
2053,1.944
2054,5.00001
2055,3.5
2056,2.596
2057,4.143
2058,1.336
2059,0.641
2060,1.578
2061,0.562
2062,1.286
2063,1.821
2064,2.909
2065,0.926
2066,1.482
2067,3.839
2068,1.232
2069,4.436
2070,1.67
2071,1.778
2072,0.73
2073,1.607
2074,2.445
2075,4.063
2076,1.456
2077,2.246
2078,5.00001
2079,3.957
2080,0.984
2081,0.704
2082,0.825
2083,1.792
2084,1.44
2085,1.273
2086,1.921
2087,1.573
2088,2.008
2089,1.56
2090,1.917
2091,3.434
2092,2.037
2093,3.521
2094,2.297
2095,2.701
2096,1.403
2097,2.449
2098,0.621
2099,3.041
2100,2.743
2101,2.197
2102,3.106
2103,2.207
2104,4.107
2105,1.589
2106,0.87
2107,0.838
2108,1.089
2109,2.356
2110,2.25
2111,1.646
2112,3.391
2113,2.432
2114,0.851
2115,3.467
2116,3.258
2117,0.849
2118,4.361
2119,2.75
2120,5.00001
2121,1.214
2122,1.676
2123,1.556
2124,2.197
