,0
739,1.139
740,5.00001
741,1.734
742,0.946
743,1.593
744,2.233
745,1.149
746,2.397
747,2.258
748,1.411
749,1.165
750,0.693
751,2.042
752,1.694
753,1.118
754,0.618
755,3.517
756,2.789
757,1.875
758,1.679
759,2.711
760,1.286
761,1.026
762,0.933
763,2.929
764,0.846
765,1.375
766,0.87
767,1.788
768,0.887
769,3.736
770,3.3
771,1.488
772,2.619
773,2.048
774,0.816
775,2.224
776,2.452
777,1.65
778,1.866
779,2.865
780,0.62
781,1.818
782,4.5
783,5.00001
784,3.654
785,1.631
786,0.814
787,3.585
788,1.353
789,1.804
790,2.659
791,2.074
792,0.736
793,5.00001
794,2.052
795,2.149
796,2.083
797,1.286
798,0.863
799,2.444
800,2.063
801,5.00001
802,1.885
803,3.619
804,0.924
805,2.351
806,2.62
807,2.766
808,2.31
809,2.148
810,2.353
811,3.473
812,1.194
813,2.379
814,3.054
815,0.547
816,3.229
817,3.717
818,2.3
819,0.806
820,2.615
821,1.083
822,1.375
823,1.141
824,1.35
825,2.187
826,2.681
827,1.625
828,3.636
829,2.475
830,1.705
831,3.5
832,1.388
833,0.577
834,3.36
835,1.02
836,3.167
837,1.467
838,1.84
839,3.522
840,4.054
841,1.419
842,1.784
843,2.34
844,2.291
845,3.161
846,2.788
847,2.117
848,4.627
849,2.294
850,0.59
851,0.936
852,2.0
853,1.511
854,2.37
855,1.863
856,0.64
857,1.575
858,5.00001
859,2.356
860,2.412
861,1.758
862,2.101
863,1.957
864,1.758
865,2.75
866,1.864
867,2.326
868,1.842
869,0.63
870,1.416
871,3.458
872,0.863
873,2.474
874,1.07
875,0.891
876,1.625
877,1.241
878,0.808
879,1.922
880,4.541
881,1.602
882,1.195
883,2.765
884,0.904
885,4.348
886,4.321
887,1.54
888,1.845
889,1.657
890,0.535
891,2.437
892,1.369
893,1.651
894,2.302
895,5.0
896,1.76
897,0.912
898,0.615
899,0.575
900,0.741
901,2.553
902,1.232
903,1.364
904,1.93
905,0.582
906,2.321
907,1.04
908,0.675
909,0.757
910,0.5
911,1.185
912,1.03
913,1.204
914,0.888
915,1.953
916,0.84
917,1.825
918,1.361
919,1.841
920,0.875
921,1.585
922,2.625
923,1.517
924,0.848
925,1.554
926,1.679
927,1.344
928,1.05
929,2.275
930,1.75
931,0.756
932,2.927
933,1.775
934,0.683
935,0.828
936,0.657
937,2.436
938,1.183
939,2.427
940,1.381
941,3.021
942,0.696
943,2.188
944,1.576
945,2.468
946,1.348
947,1.75
948,5.00001
949,2.895
950,0.774
951,2.421
952,1.875
953,2.748
954,2.313
955,1.218
956,1.081
957,0.809
958,1.877
959,2.75
960,1.563
961,1.348
962,1.625
963,0.967
964,0.908
965,2.504
966,2.259
967,2.186
968,3.362
969,1.364
970,4.31
971,2.092
972,1.122
973,2.23
974,0.433
975,3.461
976,1.374
977,2.25
978,1.049
979,1.615
980,3.337
981,1.151
982,1.424
983,1.509
984,1.713
985,3.067
986,1.939
987,1.789
988,0.903
989,1.346
990,1.967
991,3.393
992,3.356
993,1.479
994,2.54
995,0.963
996,2.539
997,4.411
998,0.948
999,1.542
1000,2.813
1001,4.108
1002,1.22
1003,1.692
1004,2.779
1005,2.166
1006,1.625
1007,1.641
1008,1.752
1009,3.16
1010,0.748
1011,3.184
1012,0.738
1013,1.95
1014,1.767
1015,1.659
1016,1.431
1017,4.578
1018,2.413
1019,1.639
1020,0.929
1021,0.926
1022,2.269
1023,4.878
1024,1.764
1025,2.293
1026,0.792
1027,3.216
1028,1.336
1029,2.905
1030,0.875
1031,0.847
1032,2.875
1033,1.458
1034,2.063
1035,2.256
1036,1.073
1037,1.054
1038,2.291
1039,1.137
1040,0.776
1041,1.738
1042,1.188
1043,2.313
1044,2.0
1045,1.845
1046,2.427
1047,1.375
1048,1.342
1049,1.777
1050,5.00001
1051,1.171
1052,4.896
1053,0.771
1054,0.762
1055,0.592
1056,1.07
1057,1.54
1058,1.161
1059,1.364
1060,3.761
1061,1.6
1062,0.989
1063,0.769
1064,1.107
1065,0.946
1066,1.125
1067,0.56
1068,1.603
1069,4.929
1070,0.525
1071,2.314
1072,1.952
1073,0.893
1074,1.557
1075,0.658
1076,3.025
1077,2.424
1078,2.184
1079,3.839
1080,1.786
1081,3.611
1082,1.658
1083,4.676
1084,3.457
1085,0.592
1086,1.793
1087,1.539
1088,3.349
1089,3.313
1090,0.709
1091,3.574
1092,2.674
1093,1.479
1094,2.944
1095,1.758
1096,1.41
1097,5.00001
1098,1.286
1099,0.934
1100,3.298
1101,3.042
1102,1.405
1103,1.0
1104,5.00001
1105,1.219
1106,2.743
1107,2.188
1108,3.0
1109,2.968
1110,0.998
1111,2.317
1112,1.141
1113,1.358
1114,1.427
1115,2.126
1116,0.888
1117,1.664
1118,0.715
1119,0.531
1120,3.243
1121,2.796
1122,2.256
1123,2.931
1124,0.524
1125,3.623
1126,0.857
1127,1.403
1128,0.842
1129,1.361
1130,1.77
1131,2.713
1132,2.5
1133,2.181
1134,1.186
1135,2.464
1136,1.7
1137,1.125
1138,2.216
1139,0.896
1140,1.966
1141,1.403
1142,3.202
1143,1.028
1144,3.431
1145,2.169
1146,0.55
1147,1.954
1148,2.333
1149,3.203
1150,2.28
1151,2.046
1152,4.68
1153,1.959
1154,2.711
1155,1.577
1156,1.8
1157,2.199
1158,1.509
1159,5.00001
1160,3.727
1161,3.25
1162,0.518
1163,1.235
1164,1.542
1165,4.764
1166,4.364
1167,0.972
1168,2.584
1169,1.331
1170,0.788
1171,2.067
1172,1.459
1173,1.151
1174,1.868
1175,1.86
1176,1.404
1177,2.298
1178,0.622
1179,1.327
1180,3.117
1181,2.325
1182,1.786
1183,1.375
1184,0.672
1185,3.294
1186,2.621
1187,3.24
1188,1.798
1189,2.545
1190,0.797
1191,2.488
1192,0.903
1193,1.146
1194,1.596
1195,1.577
1196,3.465
1197,2.188
1198,1.915
1199,1.579
1200,1.011
1201,3.487
1202,2.374
1203,3.256
1204,0.518
1205,2.693
1206,1.227
1207,1.825
1208,1.132
1209,1.366
1210,0.483
1211,5.00001
1212,0.578
1213,0.908
1214,2.472
1215,4.167
1216,1.582
1217,1.628
1218,5.00001
1219,3.455
1220,1.602
1221,1.838
1222,4.464
1223,5.00001
1224,3.563
1225,4.143
1226,5.00001
1227,2.578
1228,1.482
1229,1.085
1230,0.615
1231,1.653
1232,1.919
1233,0.764
1234,5.0
1235,1.875
1236,3.154
1237,1.941
1238,1.25
1239,1.863
1240,1.182
1241,1.5
1242,3.709
1243,2.064
1244,4.25
1245,0.875
1246,3.625
1247,3.344
1248,2.015
1249,1.825
1250,1.786
1251,2.638
1252,0.608
1253,3.431
1254,4.743
1255,1.469
1256,1.601
1257,0.981
1258,2.583
1259,1.585
1260,0.925
1261,0.842
1262,5.00001
1263,4.0
1264,1.678
1265,1.0
1266,1.188
1267,1.232
1268,4.612
1269,3.294
1270,1.079
1271,2.403
1272,1.453
1273,5.00001
1274,1.388
1275,1.438
1276,1.113
1277,0.55
1278,0.656
1279,2.171
1280,1.814
1281,0.748
1282,1.766
1283,2.221
1284,1.982
1285,0.767
1286,1.533
1287,2.634
1288,2.52
1289,1.449
1290,5.00001
1291,1.713
1292,3.742
1293,2.492
1294,2.729
1295,1.701
1296,1.969
1297,3.169
1298,5.00001
1299,1.275
1300,2.625
1301,1.136
1302,3.149
1303,3.462
1304,0.92
1305,1.862
1306,0.941
1307,5.00001
1308,0.984
1309,4.409
1310,2.527
1311,2.292
1312,1.704
1313,2.359
1314,1.563
1315,2.125
1316,1.35
1317,0.875
1318,3.166
1319,5.00001
1320,2.203
1321,2.736
1322,1.754
1323,0.85
1324,1.223
1325,1.522
1326,1.664
1327,4.903
1328,1.574
1329,1.759
1330,1.848
1331,2.184
1332,2.54
1333,1.556
1334,1.55
1335,0.913
1336,0.798
1337,1.472
1338,2.766
1339,1.89
1340,2.25
1341,1.403
1342,1.777
1343,2.084
1344,2.186
1345,0.532
1346,1.353
1347,2.261
1348,1.011
1349,0.635
1350,1.316
1351,1.58
1352,1.651
1353,1.15
1354,2.141
1355,1.375
1356,2.706
1357,2.051
1358,1.952
1359,0.875
1360,1.34
1361,2.0
1362,5.00001
1363,2.458
1364,5.00001
1365,3.021
1366,2.296
1367,3.115
1368,2.764
1369,0.404
1370,1.615
1371,1.363
1372,5.00001
1373,3.25
1374,0.14999
1375,3.749
1376,0.813
1377,2.07
1378,1.873
1379,4.126
1380,1.869
1381,4.037
1382,1.918
1383,0.913
1384,2.719
1385,1.656
1386,2.647
1387,1.841
1388,0.68
1389,2.298
1390,0.906
1391,0.875
1392,1.532
1393,2.846
1394,0.517
1395,1.958
1396,1.375
1397,0.511
1398,1.345
1399,0.669
1400,1.179
1401,1.064
1402,0.813
1403,0.55
1404,1.247
1405,1.161
1406,0.535
1407,1.862
1408,2.302
1409,5.00001
1410,3.318
1411,1.808
1412,2.956
1413,2.27
1414,0.82
1415,2.649
1416,2.751
1417,0.675
1418,1.125
1419,0.954
1420,3.244
1421,1.974
1422,0.567
1423,1.546
1424,1.917
1425,2.75
1426,2.778
1427,0.974
1428,1.079
1429,3.736
1430,1.75
1431,2.716
1432,1.603
1433,1.798
1434,2.908
1435,3.762
1436,2.154
1437,0.988
1438,2.473
1439,1.477
1440,1.125
1441,1.765
1442,1.418
1443,1.927
1444,0.971
1445,1.326
1446,0.759
1447,2.317
1448,1.658
1449,2.054
1450,1.547
1451,2.188
1452,2.78
1453,1.379
1454,2.356
1455,0.941
1456,1.208
1457,2.325
1458,1.347
1459,2.083
1460,0.505
1461,1.818
1462,2.153
1463,1.054
1464,0.875
1465,5.00001
1466,0.607
1467,1.94
1468,5.00001
1469,1.811
1470,1.645
1471,0.598
1472,1.185
1473,0.875
1474,2.75
1475,2.183
1476,0.685
1477,2.628
1478,1.039
1479,0.67
1480,0.55
1481,0.59
1482,1.117
1483,0.9
1484,1.136
1485,1.083
1486,5.00001
1487,1.5
1488,3.088
1489,3.776
1490,1.563
1491,2.669
1492,4.273
1493,1.369
1494,1.493
1495,4.868
1496,1.91
1497,1.58
1498,5.00001
1499,3.208
1500,1.775
1501,0.995
1502,1.593
1503,2.575
1504,0.721
1505,2.575
1506,3.556
1507,2.113
1508,2.533
1509,1.375
1510,3.448
1511,0.924
1512,1.378
1513,2.985
1514,1.823
1515,2.726
1516,2.182
1517,0.453
1518,0.456
1519,2.58
1520,1.528
1521,4.829
1522,1.583
1523,2.473
1524,5.00001
1525,0.727
1526,2.395
1527,1.254
1528,3.838
1529,3.333
1530,5.00001
1531,3.593
1532,3.03
1533,2.724
1534,0.49
1535,1.295
1536,5.00001
1537,1.505
1538,5.00001
1539,2.109
1540,0.926
1541,2.743
1542,3.155
1543,1.27
1544,0.765
1545,1.136
1546,1.91
1547,0.613
1548,1.525
1549,2.583
1550,2.522
1551,1.976
1552,1.1
1553,0.699
1554,1.814
1555,0.644
1556,2.083
1557,2.43
1558,1.708
1559,1.971
1560,1.982
1561,2.172
1562,3.35
1563,2.82
1564,1.181
1565,3.048
1566,2.058
1567,1.631
1568,0.908
1569,5.00001
1570,2.666
1571,2.314
1572,0.814
1573,3.24
1574,0.634
1575,2.143
1576,0.705
1577,0.599
1578,5.00001
1579,0.877
1580,1.363
1581,1.281
1582,2.636
1583,2.154
1584,2.25
1585,1.484
1586,0.332
1587,0.808
1588,2.159
1589,1.3
1590,0.729
1591,1.358
1592,0.973
1593,2.26
1594,0.875
1595,4.125
1596,0.655
1597,1.036
1598,0.654
1599,1.89
1600,0.756
1601,3.183
1602,3.8
1603,1.259
1604,5.00001
1605,3.238
1606,1.375
1607,2.03
1608,1.772
1609,0.929
1610,1.792
1611,1.129
1612,1.15
1613,3.149
1614,5.00001
1615,1.47
1616,0.469
1617,1.508
1618,2.36
1619,2.228
1620,2.604
1621,1.758
1622,1.555
1623,1.663
1624,1.43
1625,2.21
1626,0.912
1627,3.027
1628,1.429
1629,1.848
1630,2.415
1631,1.75
1632,1.712
1633,0.528
1634,1.428
1635,0.75
1636,4.338
1637,1.943
1638,0.875
1639,2.414
1640,0.932
1641,3.674
1642,0.685
1643,1.127
1644,2.448
1645,1.206
1646,1.824
1647,1.885
1648,1.503
1649,1.488
1650,5.00001
1651,3.5
1652,1.086
1653,1.099
1654,2.563
1655,2.854
1656,3.9
1657,1.212
1658,2.345
1659,1.722
1660,1.619
1661,2.493
1662,2.682
1663,3.275
1664,0.788
1665,2.402
1666,0.538
1667,3.056
1668,0.552
1669,0.719
1670,1.0
1671,5.00001
1672,2.375
1673,1.139
1674,1.923
1675,3.019
1676,1.207
1677,1.514
1678,1.606
1679,1.139
1680,1.569
1681,1.69
1682,1.411
1683,2.77
1684,1.608
1685,1.216
1686,4.045
1687,0.962
1688,5.00001
1689,3.338
1690,2.699
1691,2.087
1692,1.486
1693,0.833
1694,2.625
1695,0.972
1696,3.663
1697,1.688
1698,1.32
1699,1.203
1700,2.346
1701,2.14
1702,0.639
1703,1.829
1704,1.125
1705,0.773
1706,1.055
1707,1.489
1708,0.52
1709,1.938
1710,1.194
1711,1.933
1712,1.349
1713,1.09
1714,0.668
1715,1.31
1716,2.23
1717,1.708
1718,2.447
1719,2.67
1720,1.262
1721,2.655
1722,3.349
1723,1.375
1724,1.88
1725,1.583
1726,0.654
1727,5.00001
1728,3.01
1729,0.831
1730,0.522
1731,1.001
1732,4.302
1733,5.00001
1734,5.00001
1735,1.306
1736,1.179
1737,5.00001
1738,1.172
1739,1.039
1740,1.676
1741,0.675
1742,2.134
1743,0.88
1744,1.971
1745,1.181
1746,1.074
1747,2.438
1748,2.3
1749,1.643
1750,1.601
1751,3.06
1752,1.402
1753,2.202
1754,1.573
1755,2.14
1756,3.535
1757,1.618
1758,0.72
1759,0.947
1760,2.185
1761,2.224
1762,1.667
1763,5.00001
1764,1.788
1765,0.641
1766,1.214
1767,3.109
1768,1.239
1769,2.47
1770,1.941
1771,3.701
1772,0.584
1773,3.9
1774,0.652
1775,1.759
1776,1.8
1777,2.257
1778,2.306
1779,1.396
1780,1.84
1781,1.27
1782,0.828
1783,4.208
1784,2.109
1785,2.625
1786,4.063
1787,2.201
1788,2.193
1789,1.763
1790,2.096
1791,2.408
1792,0.761
1793,5.00001
1794,1.804
1795,1.364
1796,0.995
1797,1.354
1798,3.659
1799,1.786
1800,2.081
1801,3.208
1802,0.768
1803,3.457
1804,1.865
1805,0.638
1806,1.292
1807,2.26
1808,1.836
1809,1.889
1810,4.454
1811,2.065
1812,1.462
1813,3.02
1814,2.0
1815,0.989
1816,0.379
1817,2.319
1818,2.368
1819,1.459
1820,2.25
1821,1.524
1822,1.744
1823,3.012
1824,1.277
1825,1.725
1826,1.021
1827,1.409
1828,1.857
1829,3.0
1830,3.25
1831,1.204
1832,1.169
1833,1.527
1834,0.98
1835,3.087
1836,2.008
1837,1.201
1838,0.738
1839,3.037
1840,1.0
1841,1.0
1842,2.175
1843,2.885
1844,2.968
1845,5.00001
1846,1.087
1847,0.903
1848,2.302
1849,1.568
1850,3.605
1851,2.25
1852,2.303
1853,5.00001
1854,1.015
1855,1.125
1856,1.477
1857,2.081
1858,2.787
1859,1.651
1860,1.232
1861,1.182
1862,1.146
1863,3.44
1864,1.347
1865,5.00001
1866,1.5
1867,1.603
1868,1.438
1869,1.982
1870,1.586
1871,2.848
1872,1.625
1873,1.844
1874,2.738
1875,3.762
1876,1.743
1877,3.648
1878,3.506
1879,1.761
1880,1.389
1881,0.822
1882,1.789
1883,0.84
1884,0.803
1885,5.0
1886,2.779
1887,1.24
1888,4.0
1889,4.099
1890,1.8
1891,3.392
1892,0.975
1893,0.875
1894,2.712
1895,1.875
1896,1.848
1897,2.35
1898,1.655
1899,1.809
1900,0.736
1901,1.875
1902,1.856
1903,4.125
1904,1.726
1905,1.465
1906,3.35
1907,2.461
1908,1.375
1909,1.984
1910,2.638
1911,5.00001
1912,1.65
1913,2.269
1914,1.423
1915,2.372
1916,2.367
1917,1.114
1918,1.261
1919,5.00001
1920,2.182
1921,1.565
1922,2.399
1923,2.226
1924,1.552
1925,1.625
1926,3.531
1927,1.738
1928,1.807
1929,1.684
1930,3.36
1931,3.462
1932,2.757
1933,3.6
1934,3.5
1935,0.996
1936,2.041
1937,1.021
1938,2.45
1939,0.971
1940,2.291
1941,3.202
1942,3.218
1943,1.15
1944,2.197
1945,0.806
1946,0.799
1947,0.639
1948,1.135
1949,5.00001
1950,1.297
1951,0.495
1952,0.702
1953,1.56
1954,1.125
1955,3.562
1956,5.00001
1957,1.965
1958,1.654
1959,1.717
1960,1.807
1961,0.936
1962,0.682
1963,4.699
1964,0.655
1965,2.384
1966,4.571
1967,1.683
1968,1.41
1969,0.931
1970,1.9
1971,1.213
1972,1.03
1973,3.5
1974,1.959
1975,1.827
1976,2.034
1977,1.859
1978,1.519
1979,1.625
1980,2.321
1981,3.83
1982,3.141
1983,1.75
1984,1.098
1985,1.216
1986,2.865
1987,1.926
1988,2.821
1989,1.015
1990,0.847
1991,0.659
1992,1.64
1993,1.938
1994,4.275
1995,0.93
1996,1.341
1997,1.688
1998,0.889
1999,3.821
2000,4.543
2001,2.438
2002,1.104
2003,0.738
2004,2.641
2005,2.493
2006,1.456
2007,0.832
2008,2.15
2009,4.933
2010,2.331
2011,1.471
2012,2.538
2013,1.54
2014,1.276
2015,3.444
2016,0.413
2017,1.068
2018,1.339
2019,2.292
2020,2.39
2021,3.443
2022,2.238
2023,0.934
2024,3.935
2025,1.8
2026,1.592
2027,1.063
2028,2.683
2029,1.269
2030,1.292
2031,2.688
2032,2.282
2033,2.878
2034,1.863
2035,3.643
2036,2.778
2037,2.563
2038,0.581
2039,4.383
2040,1.483
2041,1.481
2042,1.202
2043,2.181
2044,0.768
2045,2.089
2046,1.52
2047,1.215
2048,2.239
2049,5.00001
2050,1.125
2051,1.35
2052,1.209
2053,0.73
2054,1.906
2055,2.33
2056,2.364
2057,1.824
2058,2.485
2059,1.998
2060,4.714
2061,1.146
2062,0.686
2063,2.532
2064,2.23
2065,0.876
2066,0.906
2067,3.019
2068,1.732
2069,1.448
2070,0.732
2071,2.018
2072,0.93
2073,0.852
2074,0.675
2075,2.885
2076,3.216
2077,1.597
2078,2.349
2079,1.023
2080,1.944
2081,2.531
2082,3.407
2083,1.63
2084,2.21
2085,1.542
2086,1.361
2087,0.886
2088,4.225
2089,4.318
2090,2.119
2091,2.947
2092,0.694
2093,2.929
2094,1.811
2095,1.228
2096,3.451
2097,2.705
2098,1.231
2099,3.207
2100,2.692
2101,1.378
2102,1.595
2103,2.118
2104,0.769
2105,1.741
2106,2.516
2107,0.95
2108,1.938
2109,1.857
2110,1.031
2111,1.013
2112,3.149
2113,2.609
2114,3.244
2115,2.389
2116,2.76
2117,1.742
2118,5.00001
2119,1.861
2120,0.906
2121,1.316
2122,2.33
2123,1.254
2124,1.156
2125,1.33
2126,5.00001
2127,1.851
